time,num_replies,num_likes,num_retweets,tweet_text
2019-08-22T16:43:00.000Z,1.2K,13.7K,2.1K,Adele's grandfather built her family's home after he returned to St. John from World War II—and she won't give up on it. Neither can we.
2019-08-12T18:30:00.000Z,215,1.9K,604,Run for Something
2019-08-14T14:56:13.000Z,4.8K,45K,10.5K,"It should be a given in America that every citizen has free and fair access to the ballot box. Right now, it simply isn't. 

Join "
2019-08-13T14:06:44.000Z,28.4K,98K,15.7K,"May we all stand in solidarity with the people of Hong Kong as they speak out for democracy, freedom from repression, and a world they long to see."
2019-08-12T18:00:24.000Z,5.9K,96.4K,16.2K,"Two years ago in Charlottesville, a neo-Nazi drove a car into a crowd of people protesting white supremacy and killed Heather Heyer. May we honor her memory by speaking out against hatred, as she did, and working together to defeat it."
2019-08-09T16:12:12.000Z,10.1K,19.9K,7.8K,"If you're heartsick over the images and videos of children in Mississippi whose parents were taken away by ICE, pitch in or spread the word to fund organizations that are providing legal aid and support services to impacted families:"
2019-08-08T13:26:31.000Z,8.7K,50.2K,11.6K,Bill Clinton
2019-08-08T13:52:39.000Z,14K,67.2K,19K,"Heading into next year’s elections, every voter must reckon with what their vote supports. 

At the border and around the country, a vote for Trump is a vote to tear parents away from their children."
2019-08-06T18:18:18.000Z,4.2K,121.2K,11.7K,The honor is ours; it’s not every day you meet a queen. 
2019-08-06T15:23:23.000Z,679,32K,3.9K,"""If there is a book that you want to read but it hasn't been written yet, you must be the one to write it,"" Toni Morrison said. 

We are all so lucky to live in a world where she took her own advice and shared it with others."
2019-08-06T14:22:47.000Z,7.9K,28.8K,4.6K,.
2019-08-14T14:56:13.000Z,4.8K,45K,10.5K,"It should be a given in America that every citizen has free and fair access to the ballot box. Right now, it simply isn't. 

Join "
2019-08-14T14:56:13.000Z,4.8K,45K,10.5K,"It should be a given in America that every citizen has free and fair access to the ballot box. Right now, it simply isn't. 

Join "
2019-08-06T14:22:47.000Z,7.9K,28.8K,4.6K,.
2019-08-06T14:22:47.000Z,7.9K,28.8K,4.6K,.
2019-08-05T12:00:00.000Z,94,1.1K,402,Run for Something
2019-08-05T17:28:48.000Z,15.9K,228.6K,46.5K,Bill Clinton
2019-08-05T17:26:31.000Z,23.8K,590.9K,126.4K,"People suffer from mental illness in every other country on earth; people play video games in virtually every other country on earth.

The difference is the guns."
2019-08-04T18:38:54.000Z,7.9K,93.3K,20.9K,"With two mass shootings in America in less than 24 hours, thoughts and prayers are not enough. We need action. 

The House has sent common-sense gun safety legislation to the Senate. Demand that "
2019-08-03T20:44:38.000Z,845,36.8K,30K,EL PASO POLICE DEPT
2019-08-03T15:44:22.000Z,8.6K,63.9K,20.4K,"A massive heat wave has caused the Greenland ice sheet to melt at rates not projected until 2070. 

We are in a climate emergency. Vote accordingly."
2019-08-01T23:35:05.000Z,1.5K,20.4K,15.9K,RAICES
2019-07-31T16:48:22.000Z,12.1K,36.8K,14.3K,Outrageous: More than 900 children have been separated at the border from their parents since a judge ordered the administration to stop family separations.
2019-07-30T15:48:01.000Z,1.6K,15.1K,1.9K,"A lovely tribute that captures what made Betsy Ebeling, my dear friend, so special to so many of us. She was our north star."
2019-07-29T17:47:14.000Z,690,5.9K,1.8K,Chris Murphy
2019-07-29T01:54:00.000Z,210,1.4K,580,Swing Left
2019-07-29T13:54:44.000Z,3.1K,61.7K,11.9K,"“My son had his whole life to live and he was only six,” said Alberto Romero. His son, Steven, was one of three people killed in yesterday’s shooting at a garlic festival in Gilroy, California. 

America cannot go on like this. For the sake of our kids, we have to change."
2019-07-24T14:10:10.000Z,5.1K,44.8K,9.9K,We will not and cannot accept this.
2019-07-22T18:45:33.000Z,1.8K,8.1K,1.4K,Thanks to 
2019-07-22T14:57:29.000Z,8.7K,159.2K,8.7K,Sharing some happy news this morning! Bill and I are so thrilled.
2019-07-20T16:47:45.000Z,14.9K,88.5K,13.1K,"I stand with the people of Puerto Rico as they protest the corruption and disgraceful behavior of their government. Like all Americans, they have the fundamental right—and duty—to hold their leaders to account."
2019-07-19T00:30:00.000Z,74,641,188,Run for Something
2019-07-18T16:01:29.000Z,44,400,156,Arena
2019-07-18T14:07:34.000Z,15.3K,132.2K,23K,"Democracy may be our birthright as Americans, but it’s not something we can ever take for granted. 

Every generation has to fight for it. 

After last night's Trump rally, it's clearer than ever that the time has come again."
2019-07-17T14:57:47.000Z,629,2.4K,879,"If you’re considering working on a Democratic campaign in 2020, don’t miss Friday’s deadline to apply to "
2019-07-17T14:03:50.000Z,1K,17.4K,2.1K,"""It is confidence in the men and women who administer the judicial system that is the true backbone of the rule of law,"" John Paul Stevens once wrote. He was one of its finest stewards. My deepest condolences to his family and friends."
2019-07-13T13:55:29.000Z,402,5.3K,4.6K,Marc E. Elias
2019-07-11T16:35:13.000Z,3.5K,5.4K,2.7K,Por favor comparte:
2019-07-11T12:47:41.000Z,318,3.3K,854,The Wing
2019-07-11T10:40:05.000Z,457,1.5K,1.4K,Swing Left
2019-07-11T13:54:25.000Z,18.4K,40.3K,11.9K,"The Trump administration is preparing sweeping raids on undocumented people as the president threatens to go against the Supreme Court and demand citizenship information through the Census. 

Weaponized fear and bigotry are the central projects of this administration."
2019-07-08T21:45:03.000Z,568,1K,308,Clinton Foundation
2019-07-09T17:21:04.000Z,1.9K,19.7K,3.3K,"Diplomacy is not the pursuit of perfection. It is the balancing of risk. 

So far, the administration has consciously chosen a dangerous path leading to a riskier future. But diplomacy is still the only way for the administration to climb out of the hole they’ve dug."
2019-07-09T17:21:04.000Z,929,14.1K,2K,"As I said after the Iran deal was reached, it was not perfect but it achieved its fundamental mission of blocking every pathway for Iran to get a bomb."
2019-07-09T17:21:04.000Z,394,3.9K,964,"By withdrawing from the deal, the administration has effectively broken up the international coalition that was unified in constraining Iran, and now Iran is once again increasing its nuclear capability."
2019-07-09T17:21:03.000Z,10.1K,38K,8.4K,"When the Trump administration threatened to pull out of the Iran deal and impose more sanctions last year, it was clear that we'd lose our leverage and Iran would be free to do what it wanted. 

Predictably, Iran is now exceeding enrichment limits the deal once imposed."
2019-07-08T17:37:11.000Z,1.9K,10.5K,3.5K,"We have a once-in-a-decade chance to draw fairer election maps if we win state legislature races this year and next. Don't wait to plug in—you can help groups like @TheDLCC, "
2019-07-02T16:26:13.000Z,776,4K,1.1K,"There are over 400,000 kids in America's foster care system. A small thing you can do to help: Talk about it. "
2019-07-02T14:35:47.000Z,507,8.9K,2.4K,.
2019-07-02T13:37:07.000Z,7.3K,74.7K,12.1K,"I'm grateful to the members of Congress who have visited camps at the border over the last couple of days to hold a light to the nightmarish conditions there. 

We need more oversight. We need accountability. We need them now."
2019-07-01T19:37:47.000Z,7.1K,99.6K,40.2K,Congresswoman Madeleine Dean
2019-07-01T23:33:24.000Z,1K,31.6K,10.9K,Joaquin Castro
2019-07-01T20:36:05.000Z,7K,66.4K,17K,"Nope.

The "
2019-06-27T20:00:38.000Z,744,3.4K,797,"Women deserve to be equally represented at decision-making tables, including in national security. I'm proud to support "
2019-06-27T18:03:46.000Z,211,1.9K,313,"Thanks to Sky CEO Jeremy Darroch for the chat about why it's so close to my heart. 

Interested students can apply here:

"
2019-06-27T18:03:45.000Z,1.2K,7.7K,1.1K,"Hi, London! I made a surprise stop at the Sky Leadership event to announce a new scholarship program from "
2019-06-27T17:22:38.000Z,842,5.2K,1.3K,"In 70 countries, it's still a crime to be LGBTQ+. Hope you'll listen to this important conversation about pride, progress, and the work we still have to do for equality. "
2019-06-23T16:50:07.000Z,27.2K,114.9K,24.3K,"I've been heartbroken and horrified to read the news of children at the border being detained in appalling conditions. 

No soap, no toothbrushes, no beds. 

Not enough food, babies being forced to take care of babies, everyone sick."
2019-06-21T15:47:41.000Z,1.1K,9.5K,3.1K,"The attack on Title X is not isolated. It’s clear that politicians who oppose reproductive health care are coming not just for abortion access, but all reproductive health care. It's up to all of us to fight back. "
2019-06-21T14:12:05.000Z,12.3K,47.6K,16.9K,"Two-year-olds in detention. Children forced to take care of other children. Not enough food or water. 

Demand accountability from your Republican representatives for allowing this administration to cage children and keep them in unconscionable conditions."
2019-06-20T19:44:06.000Z,509,1.7K,337,I had a lot of fun talking theatre with 
2019-06-20T18:09:32.000Z,304,3.4K,544,"Quick update, and great news: Legislators passed Rhode Island’s Reproductive Privacy Act and "
2019-06-17T14:00:11.000Z,396,2.3K,1.5K,CAP Action
2019-06-19T16:05:42.000Z,1.6K,23.5K,3.1K,Happy 
2019-06-17T19:20:00.000Z,389,2.8K,708,Wellesley College
2019-06-18T13:39:32.000Z,18.5K,45.3K,14.4K,"“Should adults be arrested without their children because they are at school, day care, summer camp or a friend’s house, it is possible parents could be deported while their children are left behind.” 

Who could wish this on another human being?"
2019-06-17T21:01:56.000Z,1.4K,5K,1.1K,Hear 
2019-06-17T18:02:09.000Z,525,2.3K,898,"If you're thinking about working on a campaign in 2020, take advantage of "
2019-06-04T17:32:43.000Z,1K,8.2K,2.5K,"Everyone should encourage their elected officials and candidates to sign this pledge! 

Fairer districts means our voices as voters are better represented in policy decisions that affect all of us—it's really that simple."
2019-06-04T14:58:43.000Z,1.8K,2.5K,504,"Glad to be in St. Thomas, USVI this morning speaking with leaders on the front lines of climate change. There are so many people working to create resilient communities and inspire climate-smart actions—tune in to hear from some of them at 11am ET: "
2019-06-04T14:12:37.000Z,3K,31.8K,8.1K,This is horrifying. Those responsible must be held to account.
2019-06-04T13:38:48.000Z,506,22K,1.9K,"Thank you so much! I miss her every day, and especially today."
2019-06-04T13:20:22.000Z,1.7K,32.2K,4.5K,"Eid Mubarak to all those celebrating the end of the holy month of Ramadan. May God grant peace, health, and prosperity."
2019-06-02T13:12:43.000Z,340,2.3K,997,Swing Left
2019-06-03T18:07:44.000Z,334,3.1K,615,"We covered the waterfront, give it a listen!"
2019-06-03T16:59:32.000Z,55.3K,318.5K,64.3K,"I don't know who needs to hear this, but the president is not above the law."
2019-06-03T16:00:34.000Z,5.5K,66.3K,9.8K,"Happy Pride Month! Gay rights are human rights, now and forever. This administration's attacks on the LGBTQ+ community can never change that, and I'm proud to stand and fight with you to make sure those rights are recognized as they should be. "
2019-06-03T15:03:33.000Z,2K,8.6K,1.5K,Island nations and territories already bear the brunt of climate change. I'm thrilled to be in the U.S. Virgin Islands this week with 
2019-06-03T16:00:34.000Z,5.5K,66.3K,9.8K,"Happy Pride Month! Gay rights are human rights, now and forever. This administration's attacks on the LGBTQ+ community can never change that, and I'm proud to stand and fight with you to make sure those rights are recognized as they should be. "
2019-05-29T19:34:25.000Z,607,2K,462,ABC News Politics
2019-05-29T19:21:33.000Z,1.2K,4.3K,782,You can watch my commencement address at 
2019-05-29T15:13:39.000Z,1.2K,38.9K,9.1K,Christine Pelosi
2019-05-29T14:05:29.000Z,1.1K,15.2K,1.3K,I’m so honored to be giving the commencement at 
2019-05-28T17:42:13.000Z,1.8K,38.4K,6.7K,"Great news: Nevada's Democratic-led (and female-majority!) state legislature passed a bill to restore voting rights for 77,000 formerly incarcerated people."
2019-05-28T16:26:46.000Z,2.6K,33.2K,8.2K,"We are at a fork in the road for reproductive rights in America. 

There has never been a more important moment to recommit to protecting access to a full range of health care—including safe and legal abortion—for all."
2019-05-28T04:37:54.000Z,57,862,257,Philippe Reines
2019-05-28T13:47:12.000Z,1.6K,16.4K,4.6K,The administration's attacks on climate science are a betrayal of future generations that we have to work to reverse as soon as possible.
2019-05-27T20:02:21.000Z,2.9K,41.4K,4.9K,"Always such a joy to march in Chappaqua’s Memorial Day parade. 

Wishing everyone a lovely day of reflection and gratitude for all those who have served and sacrificed for the country we all love."
2019-05-26T13:17:38.000Z,8.4K,63.2K,7.6K,"Earlier this month, Scrabble updated its list of approved words for game play for the first time in four years (""ivesssapology"" and ""covfefe"" were not among them).

But those changes aren't yet reflected in the Scrabble app. "
2019-05-25T19:43:36.000Z,1.7K,19K,2.2K,"When I was the First Lady of Arkansas one of the things I was most proud of is a school in Hot Springs I helped start, the "
2019-05-29T19:34:25.000Z,607,2K,462,ABC News Politics
2019-05-27T20:02:21.000Z,2.9K,41.4K,4.9K,"Always such a joy to march in Chappaqua’s Memorial Day parade. 

Wishing everyone a lovely day of reflection and gratitude for all those who have served and sacrificed for the country we all love."
